TEMP_PLAYER_ID,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS
,2508,Gabe,Muoneke,Gabe Muoneke,PF-SF,30.5,34.0,11.0,,3.4,22
,12146,Ndongo,N'diaye,Ndongo N'diaye,C,24.5,27.5,13.16,,3.69,4
,2059,Eduardo,Najera,Eduardo Najera,PF-SF,28.0,35.0,11.38,,3.45,15
,12147,Matthew,Nielsen,Matthew Nielsen,PF,26.0,29.0,11.28,,3.35,3
,2084,Chris,Porter,Chris Porter,SF-PF,28.5,35.0,10.93,,3.2,6
,2068,Lavor,Postell,Lavor Postell,SG,33.5,36.5,11.79,,3.3,17
,2080,Igor,Rakocevic,Igor Rakocevic,PG,27.5,34.0,10.4,,3.1,9
,12148,Reed,Rawlings,Reed Rawlings,SG-SF,28.5,33.5,11.1,,3.27,13
,2072,Michael,Redd,Michael Redd,SG-SF,27.0,31.0,12.06,,3.34,12
,12149,Damon,Reed,Damon Reed,PF-C,27.5,31.5,11.21,,3.31,4
,12021,Aubrey,Reese,Aubrey Reese,PG,31.5,37.5,11.13,,3.25,14
,2121,Terrance,Roberson,Terrance Roberson,SF,29.0,32.5,11.66,,,11
,12022,Julius Doc,Robinson,Julius Doc Robinson,PG,30.0,37.5,12.54,,3.41,0
,12023,Pepe,Sanchez,Pepe Sanchez,PG,26.0,31.0,11.62,,3.44,8
,12024,Matt,Santangelo,Matt Santangelo,PG,33.5,43.0,10.66,,3.06,12
,2637,Alex,Scales,Alex Scales,SG-PG,38.5,42.5,10.98,,3.21,10
,12025,Karim,Shabazz,Karim Shabazz,C,24.5,28.0,12.72,,3.36,2
,12026,Nick,Sheppard,Nick Sheppard,PF-C,23.5,25.5,12.14,,3.52,18
,2074,Jabari,Smith,Jabari Smith,PF-C,24.5,30.0,12.45,,3.43,15
,2065,Mike,Smith,Mike Smith,SF,33.0,21.0,11.32,,3.22,12
,12027,Jarrett,Stephens,Jarrett Stephens,PF,27.0,29.0,11.98,,3.46,13
,12028,Bootsy,Thornton,Bootsy Thornton,SG,26.5,31.0,12.08,,3.33,7
,12029,Jaquay,Walls,Jaquay Walls,PG,28.5,35.5,10.75,,3.23,0
,12030,Jameel,Watkins,Jameel Watkins,PF-C,28.0,30.5,12.38,,3.45,11
